typology,type,V1,taxon.level,variable
bgr,purified,Inf,family,ivs_corr
brt12,all observations,0.0544379222578147,family,cs
illies,all observations,0.0492621618473559,family,cs
brt12_illies,all observations,0.0737221283510267,family,cs
brt12_bgr,all observations,0.0901198711375372,family,cs
bgr,all observations,0.0832855323917325,family,cs
brt12,least impacted,0.112442420151758,family,cs
illies,least impacted,0.148354906689405,family,cs
brt12_illies,least impacted,0.174493120857835,family,cs
brt12_bgr,least impacted,0.158621086300329,family,cs
bgr,least impacted,0.17893375146432,family,cs
brt12,purified,0.184133681407912,family,cs
illies,purified,0.100749289737365,family,cs
brt12_illies,purified,0.184133681407912,family,cs
brt12_bgr,purified,0.184133681407912,family,cs
bgr,purified,0.184133681407912,family,cs
